timestamp,gpu_mem_mb
2026-06-14T10:07:45.545091+08:00,0
2026-06-14T10:07:50.591577+08:00,95
2026-06-14T10:07:55.638916+08:00,95
2026-06-14T10:08:00.698363+08:00,95
2026-06-14T10:08:05.758266+08:00,2449
2026-06-14T10:08:10.803633+08:00,3473
2026-06-14T10:08:15.863637+08:00,3473
2026-06-14T10:08:20.927671+08:00,3537
2026-06-14T10:08:25.976503+08:00,3561
2026-06-14T10:08:31.042048+08:00,3599
2026-06-14T10:08:36.097317+08:00,3643
2026-06-14T10:08:41.140284+08:00,3695
2026-06-14T10:08:46.195512+08:00,3741
2026-06-14T10:08:51.266897+08:00,3729
2026-06-14T10:08:56.317143+08:00,3813
2026-06-14T10:09:01.367300+08:00,3785
2026-06-14T10:09:06.416817+08:00,3809
2026-06-14T10:09:11.465041+08:00,3839
2026-06-14T10:09:16.520039+08:00,3869
2026-06-14T10:09:21.573153+08:00,3769
2026-06-14T10:09:26.617252+08:00,3817
2026-06-14T10:09:31.666094+08:00,3745
2026-06-14T10:09:36.718428+08:00,3817
2026-06-14T10:09:41.768571+08:00,3763
2026-06-14T10:09:46.827783+08:00,3813
2026-06-14T10:09:51.876086+08:00,3811
2026-06-14T10:09:56.922169+08:00,3819
2026-06-14T10:10:01.973288+08:00,3825
2026-06-14T10:10:07.025751+08:00,3823
2026-06-14T10:10:12.073196+08:00,3821
2026-06-14T10:10:17.124483+08:00,3813
2026-06-14T10:10:22.172855+08:00,3815
2026-06-14T10:10:27.221636+08:00,3823
2026-06-14T10:10:32.269828+08:00,3821
2026-06-14T10:10:37.315745+08:00,3825
2026-06-14T10:10:42.366766+08:00,3821
2026-06-14T10:10:47.412651+08:00,3809
2026-06-14T10:10:52.461766+08:00,3817
2026-06-14T10:10:57.508621+08:00,3825
2026-06-14T10:11:02.556685+08:00,3811
2026-06-14T10:11:07.603604+08:00,3819
2026-06-14T10:11:12.653413+08:00,3821
2026-06-14T10:11:17.704684+08:00,3815
2026-06-14T10:11:22.755955+08:00,3809
2026-06-14T10:11:27.807312+08:00,3557
2026-06-14T10:11:32.857633+08:00,3815
2026-06-14T10:11:37.902801+08:00,3801
2026-06-14T10:11:42.948722+08:00,3747
2026-06-14T10:11:48.000097+08:00,3801
2026-06-14T10:11:53.047880+08:00,3759
2026-06-14T10:11:58.101520+08:00,3809
2026-06-14T10:12:03.154677+08:00,3809
2026-06-14T10:12:08.204051+08:00,3817
2026-06-14T10:12:13.249829+08:00,3805
2026-06-14T10:12:18.302853+08:00,3815
2026-06-14T10:12:23.350118+08:00,3813
2026-06-14T10:12:28.398792+08:00,3803
2026-06-14T10:12:33.447147+08:00,3801
2026-06-14T10:12:38.498593+08:00,3801
2026-06-14T10:12:43.535279+08:00,3757
2026-06-14T10:12:48.578483+08:00,3813
2026-06-14T10:12:53.625921+08:00,3805
2026-06-14T10:12:58.672128+08:00,3805
2026-06-14T10:13:03.712591+08:00,3807
2026-06-14T10:13:08.752983+08:00,3803
2026-06-14T10:13:13.793312+08:00,3811
2026-06-14T10:13:18.833949+08:00,3807
2026-06-14T10:13:23.889829+08:00,3803
2026-06-14T10:13:28.937756+08:00,3813
2026-06-14T10:13:33.984198+08:00,3797
2026-06-14T10:13:39.026364+08:00,3815
2026-06-14T10:13:44.089605+08:00,3809
2026-06-14T10:13:49.139392+08:00,3811
2026-06-14T10:13:54.186916+08:00,3809
2026-06-14T10:13:59.227439+08:00,3815
2026-06-14T10:14:04.269515+08:00,3801
2026-06-14T10:14:09.315244+08:00,3815
2026-06-14T10:14:14.360477+08:00,3805
2026-06-14T10:14:19.413783+08:00,3813
2026-06-14T10:14:24.465804+08:00,3803
2026-06-14T10:14:29.515868+08:00,3805
2026-06-14T10:14:34.564099+08:00,3803
2026-06-14T10:14:39.611077+08:00,3811
2026-06-14T10:14:44.667387+08:00,3807
2026-06-14T10:14:49.717873+08:00,3807
2026-06-14T10:14:54.775501+08:00,3797
2026-06-14T10:14:59.825271+08:00,3793
2026-06-14T10:15:04.874807+08:00,3807
2026-06-14T10:15:09.920327+08:00,3809
2026-06-14T10:15:14.963434+08:00,3805
2026-06-14T10:15:20.008704+08:00,3801
2026-06-14T10:15:25.055579+08:00,3811
2026-06-14T10:15:30.107467+08:00,3811
2026-06-14T10:15:35.176312+08:00,3751
2026-06-14T10:15:40.224766+08:00,3809
2026-06-14T10:15:45.269916+08:00,3801
2026-06-14T10:15:50.312139+08:00,3813
2026-06-14T10:15:55.359136+08:00,3799
2026-06-14T10:16:00.406800+08:00,3809
2026-06-14T10:16:05.454642+08:00,3799
2026-06-14T10:16:10.504622+08:00,3811
2026-06-14T10:16:15.553439+08:00,3805
2026-06-14T10:16:20.594610+08:00,3809
2026-06-14T10:16:25.654200+08:00,3793
2026-06-14T10:16:30.695497+08:00,3807
2026-06-14T10:16:35.742935+08:00,3803
2026-06-14T10:16:40.795717+08:00,3809
2026-06-14T10:16:45.853884+08:00,3801
2026-06-14T10:16:50.905385+08:00,3797
2026-06-14T10:16:55.953221+08:00,3797
2026-06-14T10:17:01.001294+08:00,3799
2026-06-14T10:17:06.050235+08:00,3809
2026-06-14T10:17:11.100987+08:00,3799
2026-06-14T10:17:16.147950+08:00,3815
2026-06-14T10:17:21.195861+08:00,3807
2026-06-14T10:17:26.242427+08:00,3809
2026-06-14T10:17:31.283672+08:00,3813
2026-06-14T10:17:36.334956+08:00,3815
2026-06-14T10:17:41.375868+08:00,3797
2026-06-14T10:17:46.415100+08:00,3813
2026-06-14T10:17:51.455230+08:00,3809
2026-06-14T10:17:56.502662+08:00,3809
2026-06-14T10:18:01.540134+08:00,3811
2026-06-14T10:18:06.591896+08:00,3797
2026-06-14T10:18:11.629703+08:00,3813
2026-06-14T10:18:16.681969+08:00,3813
2026-06-14T10:18:21.728953+08:00,3759
2026-06-14T10:18:26.786895+08:00,3797
2026-06-14T10:18:31.835448+08:00,3805
2026-06-14T10:18:36.880383+08:00,3801
2026-06-14T10:18:41.921355+08:00,3807
2026-06-14T10:18:46.986272+08:00,3807
2026-06-14T10:18:52.035319+08:00,3805
2026-06-14T10:18:57.080266+08:00,3797
2026-06-14T10:19:02.127843+08:00,3803
2026-06-14T10:19:07.165905+08:00,3809
2026-06-14T10:19:12.214172+08:00,3797
2026-06-14T10:19:17.261024+08:00,3799
2026-06-14T10:19:22.305200+08:00,3809
2026-06-14T10:19:27.356112+08:00,3807
2026-06-14T10:19:32.398188+08:00,3811
2026-06-14T10:19:37.439166+08:00,3797
2026-06-14T10:19:42.481550+08:00,3811
2026-06-14T10:19:47.522395+08:00,3813
2026-06-14T10:19:52.574396+08:00,3753
2026-06-14T10:19:57.626685+08:00,3811
2026-06-14T10:20:02.678517+08:00,3813
2026-06-14T10:20:07.732831+08:00,3797
2026-06-14T10:20:12.784544+08:00,3811
2026-06-14T10:20:17.832426+08:00,3809
2026-06-14T10:20:22.883984+08:00,3809
2026-06-14T10:20:27.933426+08:00,3809
2026-06-14T10:20:32.983653+08:00,3809
2026-06-14T10:20:38.026525+08:00,3795
2026-06-14T10:20:43.080164+08:00,3809
2026-06-14T10:20:48.131263+08:00,3797
2026-06-14T10:20:53.179197+08:00,3807
2026-06-14T10:20:58.232158+08:00,3807
2026-06-14T10:21:03.281166+08:00,3809
2026-06-14T10:21:08.338903+08:00,3799
2026-06-14T10:21:13.389548+08:00,3541
2026-06-14T10:21:18.438495+08:00,3807
2026-06-14T10:21:23.484521+08:00,3747
2026-06-14T10:21:28.537696+08:00,3807
2026-06-14T10:21:33.589495+08:00,3799
2026-06-14T10:21:38.641873+08:00,3799
2026-06-14T10:21:43.693910+08:00,3799
2026-06-14T10:21:48.739947+08:00,3799
2026-06-14T10:21:53.793136+08:00,3799
2026-06-14T10:21:58.843352+08:00,3799
2026-06-14T10:22:03.887786+08:00,3799
2026-06-14T10:22:08.942768+08:00,3799
2026-06-14T10:22:13.991509+08:00,3799
2026-06-14T10:22:19.045967+08:00,3799
2026-06-14T10:22:24.095275+08:00,3799
2026-06-14T10:22:29.146771+08:00,3799
2026-06-14T10:22:34.198311+08:00,3799
2026-06-14T10:22:39.246824+08:00,3799
2026-06-14T10:22:44.295751+08:00,3799
2026-06-14T10:22:49.335281+08:00,3799
2026-06-14T10:22:54.386446+08:00,3799
2026-06-14T10:22:59.434159+08:00,3799
2026-06-14T10:23:04.496567+08:00,3799
2026-06-14T10:23:09.540283+08:00,3799
2026-06-14T10:23:14.587386+08:00,3799
2026-06-14T10:23:19.633245+08:00,3799
2026-06-14T10:23:24.696157+08:00,3799
2026-06-14T10:23:29.739611+08:00,3799
