timestamp,gpu_mem_mb
2026-06-13T14:51:38.136269+08:00,757
2026-06-13T14:51:43.207860+08:00,757
2026-06-13T14:51:48.280028+08:00,852
2026-06-13T14:51:53.341742+08:00,852
2026-06-13T14:51:58.409953+08:00,852
2026-06-13T14:52:03.465481+08:00,852
2026-06-13T14:52:08.527511+08:00,4230
2026-06-13T14:52:13.583970+08:00,4230
2026-06-13T14:52:18.648712+08:00,4230
2026-06-13T14:52:23.725646+08:00,4308
2026-06-13T14:52:28.795666+08:00,4318
2026-06-13T14:52:33.851542+08:00,4342
2026-06-13T14:52:38.919665+08:00,4370
2026-06-13T14:52:43.962099+08:00,4430
2026-06-13T14:52:49.031350+08:00,4468
2026-06-13T14:52:54.073059+08:00,4514
2026-06-13T14:52:59.133253+08:00,4444
2026-06-13T14:53:04.189097+08:00,4542
2026-06-13T14:53:09.259094+08:00,4536
2026-06-13T14:53:14.327679+08:00,4598
2026-06-13T14:53:19.382735+08:00,4636
2026-06-13T14:53:24.435937+08:00,4662
2026-06-13T14:53:29.493042+08:00,4694
2026-06-13T14:53:34.534751+08:00,4588
2026-06-13T14:53:39.604377+08:00,4582
2026-06-13T14:53:44.671404+08:00,4530
2026-06-13T14:53:49.741462+08:00,4590
2026-06-13T14:53:54.798557+08:00,4584
2026-06-13T14:53:59.857596+08:00,4526
2026-06-13T14:54:04.927203+08:00,4584
2026-06-13T14:54:09.981735+08:00,4582
2026-06-13T14:54:15.035711+08:00,4586
2026-06-13T14:54:20.098485+08:00,4566
2026-06-13T14:54:25.154045+08:00,4574
2026-06-13T14:54:30.204117+08:00,4586
2026-06-13T14:54:35.273217+08:00,4578
2026-06-13T14:54:40.328092+08:00,4576
2026-06-13T14:54:45.396571+08:00,4582
2026-06-13T14:54:50.453875+08:00,4578
2026-06-13T14:54:55.514065+08:00,4572
2026-06-13T14:55:00.564807+08:00,4582
2026-06-13T14:55:05.634524+08:00,4572
2026-06-13T14:55:10.700497+08:00,4572
2026-06-13T14:55:15.741098+08:00,4522
2026-06-13T14:55:20.796428+08:00,4580
2026-06-13T14:55:25.865287+08:00,4572
