timestamp,gpu_mem_mb
2026-06-14T10:27:17.805502+08:00,0
2026-06-14T10:27:22.857196+08:00,95
2026-06-14T10:27:27.897122+08:00,95
2026-06-14T10:27:32.946677+08:00,95
2026-06-14T10:27:38.023110+08:00,3473
2026-06-14T10:27:43.068595+08:00,3473
2026-06-14T10:27:48.109845+08:00,3533
2026-06-14T10:27:53.159329+08:00,3575
2026-06-14T10:27:58.203704+08:00,3603
2026-06-14T10:28:03.244885+08:00,3643
2026-06-14T10:28:08.297981+08:00,3659
2026-06-14T10:28:13.352405+08:00,3745
2026-06-14T10:28:18.403268+08:00,3715
2026-06-14T10:28:23.451848+08:00,3795
2026-06-14T10:28:28.501957+08:00,3817
2026-06-14T10:28:33.551628+08:00,3799
2026-06-14T10:28:38.613975+08:00,3793
2026-06-14T10:28:43.652976+08:00,3787
2026-06-14T10:28:48.714119+08:00,3783
2026-06-14T10:28:53.752910+08:00,3783
2026-06-14T10:28:58.798099+08:00,3741
2026-06-14T10:29:03.850947+08:00,3687
2026-06-14T10:29:08.902608+08:00,3737
2026-06-14T10:29:13.957547+08:00,3727
2026-06-14T10:29:19.010407+08:00,3737
2026-06-14T10:29:24.061626+08:00,3729
2026-06-14T10:29:29.107813+08:00,3733
2026-06-14T10:29:34.158954+08:00,3729
2026-06-14T10:29:39.212309+08:00,3729
2026-06-14T10:29:44.281279+08:00,3735
2026-06-14T10:29:49.334989+08:00,3733
2026-06-14T10:29:54.372965+08:00,3731
2026-06-14T10:29:59.420059+08:00,3731
2026-06-14T10:30:04.460938+08:00,3729
2026-06-14T10:30:09.513452+08:00,3731
2026-06-14T10:30:14.559873+08:00,3727
2026-06-14T10:30:19.603971+08:00,3733
2026-06-14T10:30:24.654057+08:00,3731
2026-06-14T10:30:29.700658+08:00,3731
2026-06-14T10:30:34.750529+08:00,3733
2026-06-14T10:30:39.806487+08:00,3729
2026-06-14T10:30:44.850609+08:00,3439
2026-06-14T10:30:49.889347+08:00,3729
2026-06-14T10:30:54.931108+08:00,3725
2026-06-14T10:30:59.982238+08:00,3725
2026-06-14T10:31:05.034105+08:00,3731
2026-06-14T10:31:10.077437+08:00,3731
2026-06-14T10:31:15.146303+08:00,3729
2026-06-14T10:31:20.196323+08:00,3725
2026-06-14T10:31:25.253834+08:00,3727
2026-06-14T10:31:30.303814+08:00,3719
2026-06-14T10:31:35.348468+08:00,3729
2026-06-14T10:31:40.409224+08:00,3725
2026-06-14T10:31:45.449406+08:00,3719
2026-06-14T10:31:50.493172+08:00,3739
2026-06-14T10:31:55.538207+08:00,3725
2026-06-14T10:32:00.586778+08:00,3727
2026-06-14T10:32:05.642818+08:00,3729
2026-06-14T10:32:10.693083+08:00,3729
2026-06-14T10:32:15.747348+08:00,3717
2026-06-14T10:32:20.792522+08:00,3729
2026-06-14T10:32:25.843566+08:00,3729
2026-06-14T10:32:30.889274+08:00,3725
2026-06-14T10:32:35.940608+08:00,3727
2026-06-14T10:32:40.991655+08:00,3729
2026-06-14T10:32:46.037837+08:00,3727
2026-06-14T10:32:51.085555+08:00,3737
2026-06-14T10:32:56.135797+08:00,3717
2026-06-14T10:33:01.187869+08:00,3727
2026-06-14T10:33:06.239734+08:00,3727
2026-06-14T10:33:11.302227+08:00,3725
2026-06-14T10:33:16.347179+08:00,3727
2026-06-14T10:33:21.409652+08:00,3727
2026-06-14T10:33:26.456694+08:00,3725
2026-06-14T10:33:31.518525+08:00,3725
2026-06-14T10:33:36.569634+08:00,3737
2026-06-14T10:33:41.610491+08:00,3727
2026-06-14T10:33:46.655931+08:00,3727
2026-06-14T10:33:51.700667+08:00,3723
2026-06-14T10:33:56.749532+08:00,3735
2026-06-14T10:34:01.791671+08:00,3723
2026-06-14T10:34:06.844377+08:00,3723
2026-06-14T10:34:11.909169+08:00,3727
2026-06-14T10:34:16.959660+08:00,3717
2026-06-14T10:34:22.008902+08:00,3715
2026-06-14T10:34:27.049278+08:00,3727
2026-06-14T10:34:32.092749+08:00,3715
2026-06-14T10:34:37.156715+08:00,3723
2026-06-14T10:34:42.203605+08:00,3725
2026-06-14T10:34:47.244400+08:00,3737
2026-06-14T10:34:52.287942+08:00,3727
2026-06-14T10:34:57.341151+08:00,3723
2026-06-14T10:35:02.384245+08:00,3725
2026-06-14T10:35:07.426727+08:00,3717
2026-06-14T10:35:12.472627+08:00,3725
2026-06-14T10:35:17.524645+08:00,3715
2026-06-14T10:35:22.573727+08:00,3723
2026-06-14T10:35:27.624583+08:00,3733
2026-06-14T10:35:32.677885+08:00,3727
2026-06-14T10:35:37.729971+08:00,3735
2026-06-14T10:35:42.777884+08:00,3725
2026-06-14T10:35:47.823889+08:00,3727
2026-06-14T10:35:52.876094+08:00,3727
2026-06-14T10:35:57.927944+08:00,3715
2026-06-14T10:36:02.975197+08:00,3723
2026-06-14T10:36:08.026996+08:00,3723
2026-06-14T10:36:13.082634+08:00,3723
2026-06-14T10:36:18.132848+08:00,3725
2026-06-14T10:36:23.181925+08:00,3723
2026-06-14T10:36:28.232300+08:00,3723
2026-06-14T10:36:33.280349+08:00,3719
2026-06-14T10:36:38.332778+08:00,3725
2026-06-14T10:36:43.383175+08:00,3723
2026-06-14T10:36:48.428469+08:00,3713
2026-06-14T10:36:53.472092+08:00,3725
2026-06-14T10:36:58.520692+08:00,3725
2026-06-14T10:37:03.570756+08:00,3725
2026-06-14T10:37:08.624604+08:00,3711
2026-06-14T10:37:13.671777+08:00,3717
2026-06-14T10:37:18.715335+08:00,3715
2026-06-14T10:37:23.757541+08:00,3725
2026-06-14T10:37:28.805243+08:00,3721
2026-06-14T10:37:33.854038+08:00,3725
2026-06-14T10:37:38.905595+08:00,3723
2026-06-14T10:37:43.961854+08:00,3711
2026-06-14T10:37:49.007993+08:00,3723
2026-06-14T10:37:54.057789+08:00,3725
2026-06-14T10:37:59.106659+08:00,3713
2026-06-14T10:38:04.155881+08:00,3733
2026-06-14T10:38:09.202386+08:00,3725
2026-06-14T10:38:14.247356+08:00,3723
2026-06-14T10:38:19.286061+08:00,3727
2026-06-14T10:38:24.324490+08:00,3715
2026-06-14T10:38:29.382663+08:00,3721
2026-06-14T10:38:34.430933+08:00,3723
2026-06-14T10:38:39.472462+08:00,3723
2026-06-14T10:38:44.516481+08:00,3725
2026-06-14T10:38:49.559332+08:00,3723
2026-06-14T10:38:54.605466+08:00,3725
2026-06-14T10:38:59.654627+08:00,3715
2026-06-14T10:39:04.699536+08:00,3717
2026-06-14T10:39:09.745087+08:00,3725
2026-06-14T10:39:14.790917+08:00,3725
2026-06-14T10:39:19.833350+08:00,3725
2026-06-14T10:39:24.877659+08:00,3725
2026-06-14T10:39:29.924096+08:00,3725
2026-06-14T10:39:34.973635+08:00,3725
2026-06-14T10:39:40.023255+08:00,3725
2026-06-14T10:39:45.066632+08:00,3725
2026-06-14T10:39:50.108445+08:00,3725
2026-06-14T10:39:55.165094+08:00,3725
2026-06-14T10:40:00.207888+08:00,3725
2026-06-14T10:40:05.249469+08:00,3725
2026-06-14T10:40:10.299291+08:00,3725
2026-06-14T10:40:15.351373+08:00,3725
2026-06-14T10:40:20.400384+08:00,3725
2026-06-14T10:40:25.454720+08:00,3725
2026-06-14T10:40:30.505785+08:00,3725
2026-06-14T10:40:35.562794+08:00,3725
2026-06-14T10:40:40.607077+08:00,3725
2026-06-14T10:40:45.658671+08:00,3725
2026-06-14T10:40:50.710179+08:00,3725
2026-06-14T10:40:55.754097+08:00,3725
2026-06-14T10:41:00.803360+08:00,3725
2026-06-14T10:41:05.851039+08:00,3725
2026-06-14T10:41:10.902631+08:00,3725
2026-06-14T10:41:15.950409+08:00,3725
2026-06-14T10:41:21.001088+08:00,3725
2026-06-14T10:41:26.052387+08:00,3725
2026-06-14T10:41:31.102296+08:00,3725
2026-06-14T10:41:36.188763+08:00,3551
